site;core;ecosystem;species;compresion;mind;maxd;dbd;om;oc;age
Sg_03;Sg_03_03;Seagrass;Zostera noltii;16.39344262;0.2;1.8;1.144455;1.65;0.231484507;
Sg_03;Sg_03_03;Seagrass;Zostera noltii;16.39344262;4.2;5.8;1.404585;1.284098895;0.099520718;
Sg_03;Sg_03_03;Seagrass;Zostera noltii;16.39344262;9.2;10.8;1.34244;2.06061417;0.383300283;
Sg_03;Sg_03_03;Seagrass;Zostera noltii;16.39344262;14.2;15.8;1.39191;2.025398893;;
Sg_03;Sg_03_03;Seagrass;Zostera noltii;16.39344262;24.2;25.8;1.287925;1.616768488;0.201087025;
Sg_03;Sg_03_03;Seagrass;Zostera noltii;16.39344262;49.2;50.8;1.462925;1.355792933;0.10740489;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;0;2;0.68452126;8.890426583;2.090981939;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;2;4;0.936292022;4.421681509;;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;4;6;0.87908901;2.004198333;;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;6;8;1.077513339;4.723174042;;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;8;10;0.961713744;25.74706993;;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;10;12;1.104364204;3.305106613;0.99256488;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;12;14;1.041632086;2.339909466;;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;14;16;1.06154015;2.467192488;;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;16;18;1.167400156;4.209466341;;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;18;20;1.210009537;2.163428045;;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;20;22;1.091697309;2.735543054;0.936335547;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;22;24;1.681004875;2.267418868;;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;24;26;1.654311707;1.643001274;;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;26;28;1.748433669;2.798745239;;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;28;30;1.589579236;1.735656327;;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;30;32;1.644523421;;;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;32;34;1.697898005;2.104759277;0.44741827;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;34;36;1.427739959;;;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;36;38;;;;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;38;40;;;;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;40;42;;;;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;42;44;;;;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;44;46;;;;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;46;48;1.036596968;2.980377928;0.777514062;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;48;50;1.522754903;;;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;50;52;1.495027861;1.546343934;0.588110135;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;52;54;1.759129618;;;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;54;56;1.371887749;2.383635268;;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;56;58;1.533187413;;;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;58;60;1.736166332;1.51403226;;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;60;62;1.507855999;;;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;62;64;1.761765122;1.304708413;0.301493618;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;64;66;1.953366605;;;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;66;68;2.802860246;0.750714303;;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;68;70;1.825176326;;;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;70;72;2.031031128;;0.146130006;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;72;74;1.959027356;;;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;74;76;1.904508092;0.49320575;;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;76;78;1.894902708;;;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;78;80;1.969280764;0.648498457;;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;80;82;2.035311222;;;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;82;84;2.12690695;;0.119541487;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;84;86;1.754559005;;0.131474451;
Sg_04;Sg_04_01;Seagrass;Zostera noltii;10.05025126;86;88;2.474119369;;;
Sg_04;Sg_04_02;Seagrass;Zostera noltii;10.86956522;0.2;1.8;0.77769;4.210278329;1.167804257;
Sg_04;Sg_04_02;Seagrass;Zostera noltii;10.86956522;4.2;5.8;0.86071;3.492159431;1.05061856;
Sg_04;Sg_04_02;Seagrass;Zostera noltii;10.86956522;14.2;15.8;0.946135;4.872452423;1.332164966;
Sg_04;Sg_04_02;Seagrass;Zostera noltii;10.86956522;29.2;30.8;1.46668;1.537807152;0.185653383;
Sg_04;Sg_04_02;Seagrass;Zostera noltii;10.86956522;49.2;50.8;1.307225;1.744111211;0.334894673;
Sg_04;Sg_04_02;Seagrass;Zostera noltii;10.86956522;79.2;80.8;1.825765;1.32423756;0.176531594;
Sg_04;Sg_04_02;Seagrass;Zostera noltii;10.86956522;94.2;95.8;1.77617;1.182876455;0.05172179;
Sg_04;Sg_04_03;Seagrass;Zostera noltii;27.02702703;0.2;1.8;1.16962;1.918480512;0.516990933;
Sg_04;Sg_04_03;Seagrass;Zostera noltii;27.02702703;4.2;5.8;1.323715;1.691394659;0.243897921;
Sg_04;Sg_04_03;Seagrass;Zostera noltii;27.02702703;9.2;10.8;1.30237;0.989803036;0.327656941;
Sg_04;Sg_04_03;Seagrass;Zostera noltii;27.02702703;14.2;15.8;1.47199;1.705426357;0.392674059;
Sg_04;Sg_04_03;Seagrass;Zostera noltii;27.02702703;24.2;25.8;1.29714;1.405325444;0.376658245;
Sg_04;Sg_04_03;Seagrass;Zostera noltii;27.02702703;49.2;50.8;1.15985;1.297960826;0.155166211;
Sg_04;Sg_04_03;Seagrass;Zostera noltii;27.02702703;69.2;70.8;1.72482;;0.170143848;
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;0;1;0.706332064;3.236169412;0.878686362;5
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;1;2;0.973404198;;;12
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;2;3;1.090747349;2.130292765;0.452877236;15
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;3;4;1.125518661;;;22
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;4;5;1.364441062;1.642011395;0.267121544;25
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;5;6;1.278991672;;;31
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;6;7;1.253676701;1.603009324;0.219709512;35
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;7;8;1.279644202;;;41
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;8;9;1.321924963;1.737725782;;44
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;9;10;1.145083876;;;48
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;10;11;1.276215743;1.762725292;;54
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;11;12;1.064790545;;;57
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;12;13;1.383770938;0.161899622;;61
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;13;14;1.384188129;;;67
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;14;15;1.326177107;0.735685591;0.249150319;71
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;15;16;1.47779415;;;74
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;16;17;1.340377666;1.458082347;0.256904815;77
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;17;18;1.351845086;;;84
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;18;19;1.142591424;1.226126583;;87
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;19;20;1.272985183;0.28998779;;90
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;20;21;1.54862579;0.984155103;0.1374863;93
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;21;22;1.337018739;;;100
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;22;23;1.479826622;1.377780825;0.245881957;103
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;23;24;1.435096198;;;107
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;24;25;1.430961722;1.249445804;0.233811621;110
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;25;26;1.276178303;;;113
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;26;27;1.328792578;1.345398139;0.272429369;116
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;27;28;1.287618979;;;123
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;28;29;1.289004269;1.371028271;;126
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;29;30;1.437540512;;;130
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;30;31;1.196820979;1.40944187;0.13746787;133
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;31;32;1.394890698;;;136
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;32;33;1.30758534;1.411857629;0.319121929;139
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;33;34;1.333750739;;;143
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;34;35;1.413605483;0.939064746;;149
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;35;36;1.232833169;;;152
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;36;37;1.278777727;;0.298163703;156
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;37;38;1.330306234;;;159
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;38;39;1.373041627;1.200312591;;162
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;39;40;1.323021428;;;166
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;40;41;1.306686773;;0.14361065;169
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;41;42;1.376999598;;;172
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;42;43;1.307146754;0.874013011;;175
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;43;44;1.297572742;;;182
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;44;45;1.438412336;;;185
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;45;46;1.39480512;;;188
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;46;47;1.337254078;1.03960396;0.358628469;192
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;47;48;1.35598491;;;195
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;48;49;1.323433271;;;198
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;49;50;1.343191035;;;201
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;50;51;1.295829095;1.354177039;0.168168354;205
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;51;52;1.44158941;;;208
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;52;53;1.315720575;;0.3413526;211
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;53;54;1.450211369;;;214
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;54;55;1.297957842;0.640186236;;218
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;55;56;1.51699946;;;221
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;56;57;1.372501417;;0.28799912;224
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;57;58;1.234587513;;;228
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;58;59;1.438417684;1.026336174;;231
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;59;60;1.549246228;;;234
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;60;61;1.357594841;;0.241577035;241
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;61;62;1.377807238;;;244
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;62;63;1.376047545;1.370963692;0.287229477;248
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;63;64;1.421981406;;;251
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;64;65;1.386627096;;;254
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;65;66;1.484126904;;;257
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;66;67;1.240155416;1.387225549;;261
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;67;68;1.440508991;;;264
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;68;69;1.41096327;;;267
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;69;70;1.360162174;;;270
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;70;71;1.303279709;1.249450925;;274
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;71;72;1.532879482;;;277
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;72;73;1.323887902;;0.305604619;280
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;73;74;1.587643898;;;284
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;74;75;1.312158401;0.602980017;;287
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;75;76;1.275985753;;;290
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;76;77;1.275589956;;0.225426902;294
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;77;78;1.379422518;;;297
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;78;79;1.251264478;1.318539158;;301
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;79;80;1.326834986;;;305
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;80;81;1.378021182;;;308
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;81;82;1.375074098;;;312
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;82;83;1.506692689;1.293467987;0.260859653;316
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;83;84;1.485763579;;;320
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;84;85;1.514833273;;;324
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;85;86;1.063576411;;;328
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;86;87;1.345843946;0.892409506;;333
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;87;88;1.491090794;;;337
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;88;89;1.291876473;;;342
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;89;90;1.484239225;;;347
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;90;91;1.330595059;0.50804403;0.102851566;352
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;91;92;1.449836966;;;356
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;92;93;1.440428762;;0.221117733;361
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;93;94;1.479773136;;;366
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;94;95;1.437941658;0.570052582;;372
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;95;96;1.144056943;;;377
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;96;97;1.218119143;;0.380889298;382
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;97;98;1.12052306;;;387
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;98;99;1.101038074;1.700329255;;392
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;99;100;0.855932681;;;397
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;100;101;1.07519894;;0.308444628;402
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;101;102;1.318523247;;;407
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;102;103;1.106060419;1.292209521;0.303762783;412
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;103;104;1.108429853;;;417
Sg_05;Sg_05_01;Seagrass;Cymodocea nodosa;66.66666667;104;105;0.434071778;;0.256182742;422
Sg_05;Sg_05_02;Seagrass;Cymodocea nodosa;23.52941176;0.2;1.8;1.212205;1.324423111;0.194431376;
Sg_05;Sg_05_02;Seagrass;Cymodocea nodosa;23.52941176;4.2;5.8;1.208745;1.973619513;0.303164717;
Sg_05;Sg_05_02;Seagrass;Cymodocea nodosa;23.52941176;9.2;10.8;1.246905;;;
Sg_05;Sg_05_02;Seagrass;Cymodocea nodosa;23.52941176;14.2;15.8;1.12363;1.132252027;0.135635024;
Sg_05;Sg_05_02;Seagrass;Cymodocea nodosa;23.52941176;24.2;25.8;1.245125;0.658966346;0.211400188;
Sg_05;Sg_05_02;Seagrass;Cymodocea nodosa;23.52941176;49.2;50.8;1.444795;1.409748985;0.167512086;
Sg_05;Sg_05_02;Seagrass;Cymodocea nodosa;23.52941176;79.2;80.8;1.32841;0.582003662;0.141207925;
Sg_05;Sg_05_02;Seagrass;Cymodocea nodosa;23.52941176;94.2;95.8;1.50059;1.173385602;0.155477614;
Sg_05;Sg_05_03;Seagrass;Cymodocea nodosa;2.222222222;0.2;1.8;0.92453;1.941838357;;
Sg_05;Sg_05_03;Seagrass;Cymodocea nodosa;2.222222222;4.2;5.8;1.30071;0.529581858;0.203176941;
Sg_05;Sg_05_03;Seagrass;Cymodocea nodosa;2.222222222;9.2;10.8;1.3261;1.141028737;0.234224861;
Sg_05;Sg_05_03;Seagrass;Cymodocea nodosa;2.222222222;14.2;15.8;1.33613;0.805285301;0.297011436;
Sg_05;Sg_05_03;Seagrass;Cymodocea nodosa;2.222222222;24.2;25.8;1.234475;0.911355888;0.265289236;
Sg_05;Sg_05_03;Seagrass;Cymodocea nodosa;2.222222222;49.2;50.8;1.30583;1.176470588;0.119591025;
Sg_05;Sg_05_03;Seagrass;Cymodocea nodosa;2.222222222;79.2;80.8;1.35912;1.212002737;;
Sg_05;Sg_05_03;Seagrass;Cymodocea nodosa;2.222222222;84.2;85.8;1.30933;1.596127429;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;0;2;1.012229358;1.937769832;0.475571792;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;2;4;1.223380938;2.122271998;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;4;6;1.211626808;1.923718994;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;6;8;1.032729882;1.180671449;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;8;10;1.313489494;1.292415888;0.26925305;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;10;12;1.244479493;1.213765668;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;12;14;1.382646078;0.591045406;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;14;16;1.406882215;1.09529129;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;16;18;1.40163385;0.84555785;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;18;20;1.359531409;1.384653413;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;20;22;1.373890779;1.64371896;0.212984949;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;22;24;1.187362072;2.552277022;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;24;26;1.24843884;2.576613098;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;26;28;1.315943713;1.412216186;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;28;30;1.310751497;1.378752497;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;30;32;1.336929044;;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;32;34;1.357408895;1.012315035;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;34;36;1.39200348;;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;36;38;1.548103922;0.603833663;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;38;40;1.459725315;;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;40;42;1.475065401;1.073427829;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;42;44;1.295123808;;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;44;46;1.389137004;0.775919189;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;46;48;1.365124447;;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;48;50;1.301425071;0.695075467;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;50;52;1.648009048;;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;52;54;1.360251697;0.991965896;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;54;56;1.416017356;;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;56;58;1.199860263;1.156052946;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;58;60;1.481286783;;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;60;62;1.217588094;0.966012304;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;62;64;1.438857398;;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;64;66;1.418374642;1.078436982;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;66;68;1.358583424;;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;68;70;1.314326467;1.194517419;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;70;72;1.280383568;;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;72;74;1.271683491;1.275487556;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;74;76;1.334303787;;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;76;78;1.038162097;0.46523838;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;78;80;0.970131202;;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;80;82;1.076682136;1.095074971;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;82;84;1.111316726;;;
Sg_05;Sg_05_04;Seagrass;Cymodocea nodosa;3.333333333;83;85;0.758904845;1.242465598;;
Sg_05;Sg_05_05;Seagrass;Cymodocea nodosa;33.33333333;0.2;1.8;1.03381;1.341139454;0.252920269;
Sg_05;Sg_05_05;Seagrass;Cymodocea nodosa;33.33333333;4.2;5.8;1.239715;1.314970145;0.207192751;
Sg_05;Sg_05_05;Seagrass;Cymodocea nodosa;33.33333333;9.2;10.8;1.32328;1.591840547;0.226475169;
Sg_05;Sg_05_05;Seagrass;Cymodocea nodosa;33.33333333;14.2;15.8;1.321435;0.965452375;0.230204402;
Sg_05;Sg_05_05;Seagrass;Cymodocea nodosa;33.33333333;24.2;25.8;1.261035;0.850944431;0.262987934;
Sg_05;Sg_05_05;Seagrass;Cymodocea nodosa;33.33333333;49.2;50.8;1.359615;1.406915245;0.277634755;
Sg_05;Sg_05_05;Seagrass;Cymodocea nodosa;33.33333333;79.2;80.8;1.21136;1.849382755;0.229601299;
Sg_05;Sg_05_05;Seagrass;Cymodocea nodosa;33.33333333;84.2;85.8;1.50511;1.507927708;0.301382;
Sg_05;Sg_05_06;Seagrass;Cymodocea nodosa;21.05263158;0.2;1.8;1.17716;0.975912226;0.267652613;
Sg_05;Sg_05_06;Seagrass;Cymodocea nodosa;21.05263158;4.2;5.8;1.21837;1.274676781;0.125907223;
Sg_05;Sg_05_06;Seagrass;Cymodocea nodosa;21.05263158;9.2;10.8;1.136505;1.253758821;0.16575128;
Sg_05;Sg_05_06;Seagrass;Cymodocea nodosa;21.05263158;14.2;15.8;1.294095;1.329521596;0.211553618;
Sg_05;Sg_05_06;Seagrass;Cymodocea nodosa;21.05263158;24.2;25.8;1.23873;1.324348414;0.225605163;
Sg_05;Sg_05_06;Seagrass;Cymodocea nodosa;21.05263158;49.2;50.8;1.23862;1.027759424;0.215120559;
Sg_05;Sg_05_06;Seagrass;Cymodocea nodosa;21.05263158;79.2;80.8;1.29727;1.860917491;0.246105983;
Sg_05;Sg_05_06;Seagrass;Cymodocea nodosa;21.05263158;94.2;95.8;1.3674;0.64607248;0.251427524;
Mg_01;Mg_01_01;Mangrove;Avicena;50;0;1;0.188288236;21.23974612;;2.5
Mg_01;Mg_01_01;Mangrove;Avicena;50;1;2;0.266911215;;;3.5
Mg_01;Mg_01_01;Mangrove;Avicena;50;2;3;0.162682759;;;4
Mg_01;Mg_01_01;Mangrove;Avicena;50;3;4;0.402801265;;;14
Mg_01;Mg_01_01;Mangrove;Avicena;50;4;5;0.807105775;8.583188733;;24
Mg_01;Mg_01_01;Mangrove;Avicena;50;5;6;0.941923481;;;29
Mg_01;Mg_01_01;Mangrove;Avicena;50;6;7;0.885642045;;;51
Mg_01;Mg_01_01;Mangrove;Avicena;50;7;8;1.501300078;;;73
Mg_01;Mg_01_01;Mangrove;Avicena;50;8;9;1.095326918;4.695850881;;84
Mg_01;Mg_01_01;Mangrove;Avicena;50;9;10;1.165719603;;;106
Mg_01;Mg_01_01;Mangrove;Avicena;50;10;11;1.042343999;3.667242412;;117
Mg_01;Mg_01_01;Mangrove;Avicena;50;11;12;1.304002641;;;138
Mg_01;Mg_01_01;Mangrove;Avicena;50;12;13;1.297479319;3.473983979;;152
